id_venta,fecha_venta,id_empleado,antiguedad_vendedor,id_cliente,nombre_cliente,email_cliente,genero_cliente,edad_cliente,ciudad_cliente,region_cliente,canal_venta,producto,categoria_producto,precio_unitario,cantidad,descuento_pct
453,2023-02-17,98,10,42,María González,user@gmail.com,,-5,Valparaíso,Biobío,CallCenter,Perfume,,700000,2,1.5
454,2023-03-30,8,-1,303,Ana Rojas,user@gmail.com,Otro,-5,Antofagasta,,App,Notebook,Tecnología,750000,2,1.5
455,2023-08-25,21,0,421,María González,user@gmail.com,,,Valparaíso,,Tienda,Notebook,Electrohogar,750000,2,0.5
456,2023-09-29,98,0,246,María González,correo@,Mujer,,Temuco,Metropolitana,Tienda,Lavadora,,750000,1,1.5
457,2023-07-08,68,1,208,Carlos Soto,sin_email,,60,Temuco,Metropolitana,App,Notebook,Tecnología,-1000,0,1.5
458,2023-07-11,25,2,237,Luis Díaz,user@gmail.com,Otro,-5,Temuco,,CallCenter,Maquillaje,Belleza,35000,100,-0.2
459,2023-03-10,79,0,22,María González,correo@,Otro,45,Talca,,Tienda,Lavadora,Electrohogar,35000,2,0
460,2023-10-05,68,10,185,Juan Pérez,user@gmail.com,Mujer,60,Temuco,Araucanía,Tienda,Maquillaje,Tecnología,-1000,1,0.05
461,2023-12-15,45,0,468,Carlos Soto,,,25,Talca,Antofagasta,App,Notebook,Electrohogar,15000,1,0.5
462,2023-09-04,60,10,242,Ana Rojas,sin_email,Otro,150,Santiago,Metropolitana,CallCenter,,Tecnología,99999999,0,-0.2
463,2023-03-17,12,-1,363,Juan Pérez,sin_email,,45,Talca,Metropolitana,App,,Tecnología,750000,-1,
464,2023-06-03,32,-1,283,Luis Díaz,user@gmail.com,X,18,Valparaíso,Biobío,Tienda,Perfume,Belleza,99999999,-1,
465,2023-05-24,96,5,41,María González,user@gmail.com,Otro,35,Santiago,Metropolitana,Web,Notebook,,750000,2,0.1
466,2023-03-27,92,5,336,Luis Díaz,correo@,X,25,Antofagasta,,CallCenter,Notebook,Tecnología,99999999,2,1.5
467,2023-07-04,13,10,162,Juan Pérez,,Mujer,25,Temuco,,Tienda,Notebook,Belleza,15000,100,1.5
468,2023-10-12,31,2,160,Carlos Soto,cliente@mail.cl,X,25,Temuco,Metropolitana,Tienda,Maquillaje,Tecnología,99999999,0,0.5
469,2023-08-08,78,0,474,María González,sin_email,Mujer,45,Talca,Metropolitana,Web,Maquillaje,Electrohogar,99999999,2,0
470,2023-03-10,20,50,89,Carlos Soto,sin_email,,18,Talca,Metropolitana,App,Perfume,Electrohogar,700000,0,0
471,2023-02-16,18,0,322,Ana Rojas,cliente@mail.cl,,150,Antofagasta,,Web,Lavadora,Belleza,99999999,1,0.5
472,2023-04-04,93,5,12,María González,cliente@mail.cl,Otro,60,Talca,,CallCenter,Maquillaje,Electrohogar,700000,2,0.5
473,2023-08-26,60,50,424,Carlos Soto,correo@,Hombre,,Valparaíso,Antofagasta,App,Lavadora,Tecnología,35000,1,-0.2
474,2023-07-23,63,10,73,María González,correo@,Otro,18,Santiago,,App,,Belleza,-1000,3,
475,2023-08-06,6,50,76,Luis Díaz,correo@,Hombre,45,Valparaíso,Biobío,Tienda,Maquillaje,Belleza,99999999,0,0.5
476,2023-12-07,32,0,346,Luis Díaz,user@gmail.com,Mujer,25,Antofagasta,Antofagasta,CallCenter,Lavadora,Belleza,35000,3,
477,2023-02-08,93,0,201,,correo@,Otro,35,Temuco,,App,Lavadora,,700000,2,0.1
478,2023-04-10,43,2,10,,correo@,Otro,25,Temuco,Biobío,CallCenter,Notebook,,99999999,1,
479,2023-10-16,2,1,352,Juan Pérez,,Mujer,60,Temuco,Antofagasta,Tienda,Lavadora,Belleza,99999999,2,-0.2
480,2023-09-11,60,50,226,María González,,,-5,,,CallCenter,Notebook,Electrohogar,15000,3,1.5
481,2023-08-10,23,5,176,Luis Díaz,,Otro,35,Talca,Araucanía,App,Lavadora,Electrohogar,35000,2,1.5
482,2023-12-23,83,5,276,María González,sin_email,,25,Santiago,Antofagasta,App,Maquillaje,,750000,100,
483,2023-01-23,31,1,39,,cliente@mail.cl,,150,Antofagasta,Araucanía,App,Perfume,Electrohogar,750000,-1,1.5
484,2023-09-07,5,0,60,,correo@,Mujer,35,Temuco,,CallCenter,Lavadora,Electrohogar,15000,3,1.5
485,2023-01-10,83,2,66,Ana Rojas,user@gmail.com,Otro,-5,,Metropolitana,Tienda,Maquillaje,Tecnología,700000,2,0.05
486,2023-09-03,34,2,321,María González,correo@,Otro,,Antofagasta,,,Maquillaje,Electrohogar,750000,1,0.1
487,2023-11-21,10,5,435,María González,correo@,Mujer,18,Valparaíso,Araucanía,CallCenter,Notebook,Tecnología,750000,2,-0.2
488,2023-04-10,89,2,124,Juan Pérez,user@gmail.com,,45,Valparaíso,Antofagasta,Web,,Electrohogar,-1000,1,-0.2
489,2023-10-17,2,-1,164,Juan Pérez,,Otro,,Valparaíso,Araucanía,Tienda,Notebook,Electrohogar,35000,-1,1.5
490,2023-06-29,11,1,408,Juan Pérez,cliente@mail.cl,X,25,Antofagasta,Antofagasta,CallCenter,Notebook,Belleza,700000,2,0
491,2023-08-11,50,0,411,,user@gmail.com,X,60,Antofagasta,Araucanía,Tienda,Notebook,Belleza,99999999,-1,-0.2
492,2023-09-07,31,-1,386,Ana Rojas,user@gmail.com,Hombre,18,Santiago,,App,Maquillaje,Belleza,35000,3,0.1
493,2023-05-27,56,1,159,Carlos Soto,user@gmail.com,Hombre,,Temuco,Biobío,Web,Maquillaje,Tecnología,700000,1,0.5
494,2023-04-06,79,10,57,Luis Díaz,cliente@mail.cl,Hombre,25,Temuco,,App,Notebook,,750000,100,0.1
495,2023-09-14,73,50,78,,user@gmail.com,,18,Antofagasta,,App,Lavadora,Electrohogar,-1000,3,1.5
496,2023-11-21,87,5,194,Juan Pérez,correo@,Otro,,,Metropolitana,App,Lavadora,,35000,1,1.5
497,2023-01-04,83,2,285,María González,cliente@mail.cl,,60,,Metropolitana,App,Lavadora,,750000,-1,0.05
498,2023-01-16,9,10,15,Juan Pérez,cliente@mail.cl,Hombre,25,,Antofagasta,CallCenter,Notebook,,700000,0,
499,2023-10-07,99,2,12,Juan Pérez,sin_email,Hombre,-5,Talca,Metropolitana,CallCenter,Lavadora,Electrohogar,35000,2,-0.2
500,2023-12-02,21,-1,101,Carlos Soto,user@gmail.com,Hombre,-5,Valparaíso,Araucanía,Web,Notebook,,99999999,-1,
501,2023-09-04,73,0,156,,sin_email,,60,Antofagasta,Biobío,Tienda,Maquillaje,,35000,1,
502,2023-09-15,28,0,340,María González,correo@,Otro,35,Santiago,,App,Perfume,,750000,1,-0.2
503,2023-06-09,62,0,125,Juan Pérez,,Otro,60,Valparaíso,Antofagasta,Tienda,Lavadora,,35000,1,-0.2
504,2023-12-06,7,2,359,Juan Pérez,,Hombre,35,Antofagasta,Metropolitana,Tienda,Lavadora,,99999999,1,1.5
505,2023-06-01,80,10,280,Ana Rojas,sin_email,Otro,25,Valparaíso,,App,Maquillaje,Tecnología,-1000,2,-0.2
506,2023-06-27,16,0,405,Luis Díaz,correo@,Hombre,,Antofagasta,Metropolitana,Web,Perfume,Electrohogar,-1000,3,0
507,2023-06-12,97,10,394,Ana Rojas,user@gmail.com,X,35,,Araucanía,Web,Perfume,,750000,100,0
508,2023-02-02,4,2,110,Juan Pérez,correo@,Otro,25,Valparaíso,Metropolitana,CallCenter,Lavadora,,700000,0,0.5
509,2023-06-28,4,-1,334,Juan Pérez,sin_email,X,25,Temuco,Biobío,CallCenter,Perfume,Tecnología,750000,2,-0.2
510,2023-04-11,40,10,357,,user@gmail.com,X,150,Antofagasta,Araucanía,Tienda,Notebook,,-1000,1,0.05
511,2023-09-25,17,-1,146,Carlos Soto,sin_email,Otro,45,Santiago,Araucanía,App,Perfume,Belleza,15000,2,0.5
512,2023-11-19,52,2,216,María González,sin_email,Mujer,25,,Metropolitana,,,Electrohogar,15000,-1,1.5
513,2023-03-06,93,2,398,Carlos Soto,correo@,X,35,Talca,Araucanía,Web,Notebook,,35000,100,-0.2
514,2023-06-17,52,5,162,Juan Pérez,sin_email,Hombre,45,Temuco,,Web,,,99999999,1,0
515,2023-11-26,36,2,128,Luis Díaz,user@gmail.com,X,45,Temuco,,Tienda,Maquillaje,Belleza,35000,0,0.05
516,2023-02-12,38,2,314,Carlos Soto,sin_email,Hombre,25,,Biobío,Tienda,Notebook,Tecnología,15000,1,0.5
517,2023-02-13,50,1,332,Luis Díaz,user@gmail.com,Hombre,60,Valparaíso,Antofagasta,CallCenter,Perfume,,-1000,100,0.05
518,2023-10-12,63,0,150,Ana Rojas,cliente@mail.cl,Otro,60,Valparaíso,,Tienda,Lavadora,,35000,0,-0.2
519,2023-01-12,63,5,454,Carlos Soto,cliente@mail.cl,X,-5,Valparaíso,Antofagasta,CallCenter,Maquillaje,Electrohogar,750000,100,0.1
520,2023-04-05,62,50,36,Luis Díaz,,,45,,,App,Lavadora,Tecnología,99999999,0,0.05
521,2023-10-29,99,5,173,Ana Rojas,sin_email,Mujer,25,Temuco,Metropolitana,Tienda,Notebook,,750000,3,0.05
522,2023-09-10,7,5,420,Ana Rojas,,X,150,Santiago,Antofagasta,Web,Perfume,Electrohogar,99999999,3,1.5
523,2023-08-30,27,50,22,María González,user@gmail.com,,60,Talca,Metropolitana,Web,Maquillaje,Belleza,-1000,2,0
524,2023-02-04,92,1,206,Ana Rojas,correo@,X,150,Valparaíso,Antofagasta,CallCenter,Lavadora,Belleza,35000,2,-0.2
525,2023-08-03,86,-1,127,Carlos Soto,user@gmail.com,Mujer,25,Valparaíso,,Tienda,Lavadora,,99999999,0,0.05
526,2023-12-03,14,2,336,,cliente@mail.cl,,25,Santiago,Antofagasta,Web,Perfume,Belleza,750000,1,-0.2
527,2023-03-31,71,0,445,Luis Díaz,,Mujer,,Valparaíso,Metropolitana,Tienda,Lavadora,Electrohogar,35000,-1,0
528,2023-09-21,86,10,356,Ana Rojas,user@gmail.com,Otro,45,Santiago,Metropolitana,App,Maquillaje,Tecnología,35000,-1,1.5
529,2023-04-03,5,50,440,Carlos Soto,correo@,Hombre,,Valparaíso,,,Notebook,Belleza,750000,1,-0.2
530,2023-03-31,55,-1,217,Ana Rojas,correo@,Hombre,150,,Biobío,CallCenter,Lavadora,,15000,1,
531,2023-04-25,2,50,96,Luis Díaz,,X,,Valparaíso,Metropolitana,Tienda,Maquillaje,,99999999,3,0
532,2023-04-15,62,2,417,Luis Díaz,cliente@mail.cl,,-5,Antofagasta,Metropolitana,Tienda,Lavadora,Tecnología,750000,-1,0
533,2023-07-15,91,1,429,Carlos Soto,cliente@mail.cl,Hombre,45,Talca,Biobío,CallCenter,Lavadora,,-1000,0,0.5
534,2023-11-10,21,50,164,Carlos Soto,correo@,Otro,18,Talca,Antofagasta,Web,Notebook,,700000,100,1.5
535,2023-04-24,79,2,148,María González,cliente@mail.cl,Mujer,,Valparaíso,Araucanía,CallCenter,,,750000,2,1.5
536,2023-03-16,21,2,18,,cliente@mail.cl,,150,Talca,,,Notebook,Tecnología,35000,100,
537,2023-08-05,10,1,294,,user@gmail.com,X,60,Valparaíso,,Web,Perfume,,35000,3,-0.2
538,2023-10-04,87,5,195,Carlos Soto,sin_email,Otro,60,Antofagasta,,Web,Notebook,Electrohogar,750000,-1,0.1
539,2023-09-06,58,5,151,María González,correo@,Mujer,60,Talca,Antofagasta,Tienda,Maquillaje,Tecnología,700000,1,
540,2023-06-13,39,0,480,Ana Rojas,sin_email,Hombre,35,Temuco,,,Notebook,Electrohogar,750000,-1,0.5
541,2023-12-23,5,0,365,Juan Pérez,cliente@mail.cl,X,25,Valparaíso,,App,Lavadora,,700000,0,1.5
542,2023-07-11,65,5,123,Luis Díaz,sin_email,Hombre,45,Antofagasta,Araucanía,Web,Lavadora,Tecnología,700000,3,0
543,2023-08-15,13,-1,400,,user@gmail.com,Otro,60,Temuco,,App,Perfume,,-1000,1,1.5
544,2023-06-26,85,10,187,Juan Pérez,,,18,,Metropolitana,Tienda,Notebook,,99999999,100,
545,2023-04-09,90,2,453,Carlos Soto,user@gmail.com,,60,Talca,Araucanía,CallCenter,Lavadora,Electrohogar,35000,0,0.1
546,2023-02-05,85,10,452,Luis Díaz,correo@,Hombre,-5,Temuco,Araucanía,App,Perfume,Belleza,35000,100,0.05
547,2023-04-06,53,2,149,María González,sin_email,,25,Talca,,CallCenter,Perfume,Belleza,700000,2,0.05
548,2023-06-01,82,5,104,Carlos Soto,cliente@mail.cl,Hombre,150,Santiago,,,Maquillaje,Electrohogar,35000,3,1.5
549,2023-05-31,45,0,243,Ana Rojas,cliente@mail.cl,Otro,25,Temuco,,CallCenter,Notebook,Tecnología,15000,0,1.5
550,2023-07-09,32,-1,462,Juan Pérez,correo@,X,,Valparaíso,Biobío,Web,Perfume,Belleza,700000,0,0.5
551,2023-08-12,36,0,231,Juan Pérez,sin_email,Mujer,150,Santiago,Metropolitana,Tienda,,Belleza,35000,100,1.5
552,2023-02-06,81,10,479,Ana Rojas,,Otro,150,Antofagasta,Araucanía,Tienda,Notebook,Belleza,15000,1,0.1
553,2023-09-25,99,0,206,María González,sin_email,Otro,,Antofagasta,Araucanía,Web,Notebook,Belleza,-1000,2,1.5
554,2023-07-02,60,5,198,Juan Pérez,user@gmail.com,Hombre,45,Temuco,,CallCenter,Perfume,Tecnología,35000,100,-0.2
555,2023-01-13,11,-1,396,Ana Rojas,correo@,,,Talca,,Web,Notebook,Belleza,15000,0,
556,2023-10-06,63,10,400,Carlos Soto,user@gmail.com,Mujer,35,Temuco,Metropolitana,Web,Lavadora,,750000,3,0.1
557,2023-08-05,21,-1,337,Luis Díaz,user@gmail.com,Mujer,150,Temuco,Biobío,Tienda,Notebook,Electrohogar,99999999,0,0.5
558,2023-12-21,52,2,493,María González,sin_email,Otro,150,Santiago,Biobío,Web,Perfume,Belleza,750000,-1,-0.2
559,2023-12-27,55,0,87,,sin_email,Otro,,Valparaíso,,CallCenter,Lavadora,Belleza,15000,3,-0.2
560,2023-10-13,26,-1,142,Ana Rojas,cliente@mail.cl,Mujer,45,Talca,Antofagasta,App,,,700000,3,
561,2023-09-30,68,1,317,María González,sin_email,,60,,,,Notebook,,700000,0,0.05
562,2023-03-03,34,0,199,Luis Díaz,correo@,Otro,-5,Temuco,Metropolitana,Tienda,,Electrohogar,35000,1,0.1
563,2023-03-25,52,2,46,Carlos Soto,cliente@mail.cl,Otro,18,Santiago,,Web,Lavadora,Belleza,750000,3,
564,2023-08-05,82,-1,288,Carlos Soto,correo@,,45,Santiago,Biobío,CallCenter,Maquillaje,Belleza,700000,-1,-0.2
565,2023-12-08,99,10,15,María González,user@gmail.com,Otro,35,Talca,,,Maquillaje,Belleza,700000,100,0.5
566,2023-07-06,93,2,44,,sin_email,,45,Santiago,,App,Lavadora,Belleza,750000,1,
567,2023-01-19,52,1,401,Carlos Soto,sin_email,Mujer,25,Temuco,Biobío,CallCenter,Maquillaje,Tecnología,-1000,1,0.05
568,2023-06-26,29,-1,169,María González,correo@,,60,,Araucanía,CallCenter,Perfume,Electrohogar,700000,1,-0.2
569,2023-04-10,38,50,310,,sin_email,,60,Temuco,,CallCenter,Notebook,Tecnología,99999999,3,
570,2023-08-21,42,50,495,Luis Díaz,sin_email,X,150,Santiago,Antofagasta,Tienda,Lavadora,,15000,1,0.1
571,2023-03-17,21,5,44,Juan Pérez,,,60,Santiago,,Web,Lavadora,Tecnología,35000,0,0.05
572,2023-09-22,42,0,98,Ana Rojas,sin_email,Hombre,60,Talca,Antofagasta,,Lavadora,Tecnología,700000,1,0.1
573,2023-10-11,13,10,261,Carlos Soto,,,,Temuco,,App,Notebook,Belleza,99999999,-1,0.1
574,2023-07-25,64,5,109,Juan Pérez,correo@,X,60,Temuco,,,Lavadora,Belleza,99999999,2,0.1
575,2023-08-11,17,-1,283,María González,sin_email,,60,Santiago,Metropolitana,Tienda,,,700000,-1,
576,2023-02-21,9,50,372,Ana Rojas,cliente@mail.cl,Mujer,18,Temuco,Araucanía,App,Lavadora,,-1000,3,0.05
577,2023-12-05,41,50,343,Carlos Soto,user@gmail.com,X,35,,Metropolitana,CallCenter,Maquillaje,Belleza,15000,1,
578,2023-05-24,1,50,104,Carlos Soto,cliente@mail.cl,,150,,Biobío,Tienda,Perfume,Tecnología,35000,1,
579,2023-03-10,2,-1,256,María González,user@gmail.com,,,Talca,Antofagasta,Tienda,Perfume,Electrohogar,700000,0,
580,2023-04-09,60,50,379,María González,sin_email,X,60,Valparaíso,Antofagasta,CallCenter,Maquillaje,Electrohogar,35000,100,-0.2
581,2023-01-25,48,2,206,Juan Pérez,sin_email,Otro,150,Temuco,Antofagasta,Web,Notebook,Belleza,750000,1,1.5
582,2023-02-22,29,-1,335,Juan Pérez,,,35,Temuco,Biobío,Tienda,Maquillaje,Electrohogar,99999999,-1,0
583,2023-05-31,97,10,43,Ana Rojas,sin_email,X,,Talca,Metropolitana,App,Lavadora,Tecnología,99999999,3,-0.2
584,2023-05-24,10,5,353,Juan Pérez,cliente@mail.cl,Hombre,-5,Valparaíso,Biobío,Web,Perfume,Electrohogar,700000,2,0.05
585,2023-02-26,58,10,245,Luis Díaz,user@gmail.com,Hombre,60,Valparaíso,Antofagasta,,Notebook,,700000,1,0
586,2023-02-08,60,1,287,Juan Pérez,user@gmail.com,,150,Talca,,CallCenter,Lavadora,,750000,2,0
587,2023-04-19,21,50,355,,cliente@mail.cl,Otro,45,Valparaíso,,App,Maquillaje,Tecnología,-1000,1,0
588,2023-06-30,28,1,273,Juan Pérez,cliente@mail.cl,X,,Antofagasta,,CallCenter,Lavadora,Tecnología,700000,3,1.5
589,2023-02-11,75,0,476,María González,correo@,Otro,,Temuco,Biobío,Tienda,Maquillaje,Belleza,99999999,100,
590,2023-07-05,34,0,83,Ana Rojas,correo@,Mujer,150,Santiago,Biobío,Web,Maquillaje,Electrohogar,35000,-1,0.5
591,2023-08-11,8,1,110,Carlos Soto,sin_email,,60,Antofagasta,Antofagasta,Web,Maquillaje,Belleza,15000,3,0.05
592,2023-05-02,59,-1,438,María González,cliente@mail.cl,,25,Antofagasta,Metropolitana,Tienda,Perfume,Electrohogar,35000,2,1.5
593,2023-05-13,86,10,190,Carlos Soto,cliente@mail.cl,X,18,Valparaíso,Araucanía,,Lavadora,,-1000,1,1.5
594,2023-06-12,72,1,471,Luis Díaz,user@gmail.com,Otro,45,Valparaíso,Antofagasta,CallCenter,Lavadora,Belleza,15000,2,0.5
595,2023-08-03,49,0,288,María González,sin_email,Otro,45,Talca,Araucanía,Web,Maquillaje,,35000,-1,0
596,2023-08-09,79,1,424,Carlos Soto,sin_email,Otro,25,Antofagasta,Antofagasta,App,Notebook,Electrohogar,35000,3,
597,2023-08-23,17,-1,397,,cliente@mail.cl,Otro,60,Santiago,Araucanía,Web,Maquillaje,Electrohogar,750000,2,0.5
598,2023-11-27,60,1,251,María González,sin_email,X,,Santiago,Antofagasta,,Notebook,,-1000,2,0.5
599,2023-05-26,87,10,212,Juan Pérez,cliente@mail.cl,,,Santiago,Antofagasta,App,Notebook,,99999999,-1,1.5
600,2023-08-27,88,5,291,Ana Rojas,correo@,X,18,Santiago,Biobío,CallCenter,Notebook,Electrohogar,750000,1,0.05
601,2023-03-17,45,-1,133,,cliente@mail.cl,Hombre,45,Antofagasta,Metropolitana,Tienda,Lavadora,,15000,2,0.1
602,2023-01-09,83,0,201,Carlos Soto,cliente@mail.cl,X,18,Santiago,Metropolitana,Tienda,Maquillaje,Tecnología,99999999,-1,
603,2023-03-15,69,10,285,María González,user@gmail.com,Mujer,45,,Biobío,,Lavadora,Belleza,750000,1,0.5
604,2023-09-10,32,1,326,,correo@,,60,Antofagasta,Biobío,App,Lavadora,,-1000,100,
605,2023-08-18,44,1,409,María González,user@gmail.com,Hombre,-5,Temuco,,App,Maquillaje,Tecnología,700000,1,0.5
606,2023-01-07,65,5,95,María González,sin_email,Hombre,45,Temuco,,App,Notebook,,700000,100,0
607,2023-06-23,87,0,278,María González,,Hombre,-5,Temuco,Araucanía,App,,Tecnología,15000,3,
608,2023-05-21,8,0,450,María González,sin_email,Hombre,45,Temuco,Antofagasta,,Lavadora,Belleza,700000,-1,0
609,2023-06-17,77,2,429,Luis Díaz,correo@,X,,Temuco,Biobío,App,Perfume,Tecnología,750000,1,1.5
610,2023-06-19,72,0,325,Luis Díaz,user@gmail.com,X,35,,Antofagasta,App,Perfume,Belleza,15000,100,0
611,2023-10-10,87,5,219,María González,sin_email,Mujer,60,Talca,Araucanía,CallCenter,Lavadora,Tecnología,99999999,100,
612,2023-05-02,43,50,89,Juan Pérez,user@gmail.com,,25,Temuco,,App,Maquillaje,Tecnología,-1000,3,-0.2
613,2023-07-13,1,2,72,María González,cliente@mail.cl,,-5,Santiago,Araucanía,App,Lavadora,Belleza,15000,0,
614,2023-01-05,51,2,247,,correo@,Mujer,25,Valparaíso,,Tienda,Lavadora,Belleza,99999999,-1,0.5
615,2023-01-29,24,1,129,Ana Rojas,sin_email,Mujer,60,,Biobío,CallCenter,,,15000,0,0
616,2023-06-14,99,1,212,Carlos Soto,correo@,Otro,150,Temuco,,CallCenter,Perfume,Belleza,35000,1,0.05
617,2023-12-05,24,0,428,Luis Díaz,user@gmail.com,X,25,Antofagasta,Araucanía,Tienda,Notebook,Belleza,35000,-1,-0.2
618,2023-05-16,17,2,343,María González,cliente@mail.cl,,60,Temuco,Biobío,Tienda,Perfume,Belleza,15000,3,1.5
619,2023-12-31,5,1,96,Juan Pérez,sin_email,,,Santiago,Biobío,Tienda,Maquillaje,,700000,1,0.1
620,2023-11-17,20,5,75,,sin_email,Hombre,25,Valparaíso,,Tienda,Maquillaje,Electrohogar,35000,-1,0.5
621,2023-12-08,21,1,423,Ana Rojas,cliente@mail.cl,Mujer,-5,Antofagasta,Araucanía,Web,Lavadora,Belleza,-1000,-1,0.5
622,2023-05-25,58,-1,495,Juan Pérez,sin_email,Otro,35,Valparaíso,,App,Lavadora,Electrohogar,99999999,0,0.05
623,2023-11-23,31,-1,54,Luis Díaz,cliente@mail.cl,X,25,Valparaíso,Metropolitana,CallCenter,Maquillaje,Electrohogar,750000,1,0.1
624,2023-08-05,11,1,344,Ana Rojas,user@gmail.com,,-5,Antofagasta,Araucanía,App,,Belleza,35000,3,0.1
625,2023-10-28,52,2,459,Carlos Soto,cliente@mail.cl,Otro,45,Temuco,Araucanía,,Perfume,Electrohogar,15000,3,1.5
626,2023-05-12,15,50,413,María González,user@gmail.com,Otro,60,Talca,Biobío,Web,,Belleza,700000,1,1.5
627,2023-10-19,83,50,54,Luis Díaz,cliente@mail.cl,X,18,Talca,,App,Perfume,Belleza,750000,1,-0.2
628,2023-03-11,7,2,218,Juan Pérez,correo@,,150,Antofagasta,Metropolitana,Web,Lavadora,Tecnología,99999999,100,0.5
629,2023-09-09,28,10,16,María González,sin_email,Hombre,,Valparaíso,,Tienda,Notebook,Belleza,99999999,2,0
630,2023-10-02,51,50,99,Ana Rojas,correo@,Otro,18,Valparaíso,Metropolitana,Web,Notebook,,35000,0,1.5
631,2023-12-30,58,-1,20,Ana Rojas,user@gmail.com,,,Antofagasta,Biobío,Tienda,Maquillaje,,99999999,1,0.05
632,2023-07-01,5,5,46,Juan Pérez,cliente@mail.cl,Hombre,60,Temuco,Araucanía,CallCenter,Maquillaje,Belleza,99999999,1,0.05
633,2023-06-16,5,2,451,Ana Rojas,sin_email,Otro,,Temuco,Biobío,Tienda,,,700000,2,0.05
634,2023-04-01,94,0,193,Luis Díaz,cliente@mail.cl,X,35,Valparaíso,,Tienda,Maquillaje,,700000,2,
635,2023-07-21,96,-1,383,Luis Díaz,cliente@mail.cl,Mujer,25,Antofagasta,,Web,Maquillaje,Belleza,700000,-1,1.5
636,2023-12-12,8,5,58,Juan Pérez,correo@,Mujer,35,Antofagasta,,CallCenter,,Electrohogar,15000,3,1.5
637,2023-01-19,64,5,437,Carlos Soto,sin_email,X,18,Santiago,Metropolitana,Web,Notebook,Belleza,99999999,0,0.05
638,2023-02-08,10,2,111,Ana Rojas,correo@,Otro,150,Talca,,CallCenter,Notebook,Electrohogar,99999999,-1,1.5
639,2023-05-06,38,5,129,,cliente@mail.cl,Mujer,-5,Temuco,,Web,Perfume,Electrohogar,99999999,1,
640,2023-06-22,96,2,337,María González,cliente@mail.cl,,150,Talca,Metropolitana,Web,Notebook,,-1000,2,0
641,2023-05-21,92,50,194,Luis Díaz,user@gmail.com,,60,Valparaíso,Araucanía,,Perfume,,700000,100,0
642,2023-08-30,81,1,413,María González,correo@,Otro,60,Antofagasta,Metropolitana,Web,Perfume,Electrohogar,750000,3,-0.2
643,2023-08-08,95,-1,340,,sin_email,,35,Temuco,Metropolitana,App,,Tecnología,35000,-1,0.5
644,2023-05-06,8,10,326,Carlos Soto,sin_email,Hombre,-5,Santiago,Biobío,App,Perfume,,750000,100,0
645,2023-02-27,25,1,8,María González,sin_email,Hombre,35,Antofagasta,Antofagasta,Web,Maquillaje,Belleza,15000,3,-0.2
646,2023-05-28,73,-1,29,Juan Pérez,user@gmail.com,X,25,Santiago,Metropolitana,Web,Notebook,Belleza,15000,100,0.1
647,2023-11-13,66,2,112,Luis Díaz,cliente@mail.cl,Hombre,45,Temuco,Antofagasta,CallCenter,Notebook,Tecnología,99999999,2,0.5
648,2023-12-27,79,-1,435,,cliente@mail.cl,X,-5,Antofagasta,,,Perfume,Tecnología,750000,-1,0
649,2023-01-01,50,50,161,Ana Rojas,cliente@mail.cl,,45,Santiago,Antofagasta,Tienda,Notebook,Belleza,99999999,-1,
650,2023-12-14,67,2,131,Juan Pérez,cliente@mail.cl,,150,Valparaíso,,CallCenter,Lavadora,,-1000,3,0.1
651,2023-07-09,49,1,188,María González,correo@,,25,Talca,Antofagasta,CallCenter,Maquillaje,Electrohogar,15000,100,-0.2
652,2023-07-10,36,0,163,Juan Pérez,correo@,Hombre,,Temuco,Metropolitana,Tienda,Notebook,,15000,2,0
653,2023-11-08,68,0,197,Carlos Soto,user@gmail.com,,,Talca,,CallCenter,Perfume,Tecnología,750000,1,0
654,2023-04-27,78,-1,475,Luis Díaz,sin_email,,45,Temuco,,,Perfume,Electrohogar,15000,-1,1.5
655,2023-05-14,41,0,364,María González,correo@,Mujer,18,Temuco,,App,Lavadora,Tecnología,-1000,1,0.1
656,2023-02-27,89,2,204,Carlos Soto,,,150,Valparaíso,,Web,Lavadora,Electrohogar,-1000,2,0
657,2023-02-13,62,5,212,Ana Rojas,correo@,Hombre,45,Valparaíso,,CallCenter,,Belleza,-1000,-1,0.05
658,2023-06-22,10,2,109,Luis Díaz,user@gmail.com,Hombre,25,Santiago,,Web,Lavadora,Tecnología,35000,-1,
659,2023-06-09,21,5,276,María González,sin_email,Mujer,45,Santiago,Araucanía,Tienda,Maquillaje,Belleza,-1000,100,1.5
660,2023-06-22,36,1,73,Carlos Soto,correo@,X,60,,,App,Lavadora,Belleza,-1000,1,1.5
661,2023-11-13,12,10,167,Luis Díaz,user@gmail.com,Hombre,35,Valparaíso,,Tienda,Notebook,,35000,100,0
662,2023-10-30,91,5,260,Carlos Soto,cliente@mail.cl,Otro,18,Talca,Antofagasta,App,,Electrohogar,99999999,0,
663,2023-05-29,2,0,243,Luis Díaz,sin_email,Hombre,60,Talca,Metropolitana,App,Notebook,,700000,1,1.5
664,2023-03-21,13,2,275,Ana Rojas,correo@,X,60,Talca,,CallCenter,Lavadora,Belleza,15000,1,0.5
665,2023-08-01,53,1,102,María González,,Otro,25,Valparaíso,,CallCenter,Lavadora,Tecnología,-1000,0,0.1
666,2023-07-22,32,0,475,,correo@,Mujer,35,Antofagasta,Antofagasta,Tienda,Perfume,Tecnología,15000,2,0.5
